Time,PPG,Acc
972.28,349.906,0.99422
972.3,347.68896,0.9871
972.32,346.91458,0.99422
972.34,350.95645,0.98736
972.36,363.06396,1.01582
972.38,381.95526,0.9943
972.4,402.7387,1.00133
972.42,419.92456,0.99435
972.44,429.20355,1.00159
972.46,430.11541,0.99422
972.48,425.35333,1.00858
972.5,417.63024,0.99422
972.52,409.11529,1.0013
972.54,400.89788,1.00892
972.56,393.35144,1.0015
972.58,388.25164,1.00858
972.6,386.96899,1.0013
972.62,387.99722,1.00854
972.64,388.84924,1.00181
972.66,387.4862,0.9943
972.68,382.9801,0.98706
972.7,376.85855,0.98727
972.72,371.24478,1.00842
972.74,366.68334,0.98037
972.76,362.8345,0.9941
972.78,358.73626,0.99439
972.8,353.96588,1.00159
972.82,349.89797,0.9941
972.84,347.40463,0.98736
972.86,346.11959,0.99435
972.88,345.58782,0.98698
972.9,344.00494,0.99422
972.92,339.92309,0.9943
972.94,335.46292,1.0015
972.96,334.33215,0.99422
972.98,340.01257,1.00122
973,354.6726,1.00142
973.02,375.54254,0.99447
973.04,395.97256,0.98718
973.06,410.39294,0.99444
973.08,416.1882,0.98723
973.1,414.5866,0.9871
973.12,409.41537,1.00842
973.14,403.20431,0.98691
973.16,397.07684,1.00159
973.18,391.80035,0.9943
973.2,387.11587,1.0013
973.22,383.60641,1.00144
973.24,382.87377,0.98736
973.26,384.44931,0.99435
973.28,386.30853,0.98758
973.3,386.40618,0.99419
973.32,382.9389,0.99439
973.34,376.64044,1.00142
973.36,370.51806,0.98736
973.38,366.42669,0.99447
973.4,364.39398,0.99406
973.42,363.01138,0.9943
973.44,360.36282,0.98736
973.46,356.47006,0.99451
973.48,352.65859,1.01554
973.5,349.73358,0.98698
973.52,348.33215,0.99418
973.54,347.80798,0.98723
973.56,346.30017,1.00133
973.58,343.92321,0.9943
973.6,342.77893,0.9943
973.62,345.44299,1.00159
973.64,354.65542,1.0013
973.66,370.34417,1.00111
973.68,388.18347,0.99422
973.7,402.97625,0.98736
973.72,411.0578,1.0015
973.74,411.51104,1.00854
973.76,406.37902,1.00858
973.78,397.66723,0.99439
973.8,386.86093,1.0013
973.82,376.84088,0.99422
973.84,370.10665,1.00142
973.86,367.59094,1.00142
973.88,369.08477,0.99418
973.9,371.85604,0.9946
973.92,372.44842,1.01554
973.94,370.01959,0.9943
973.96,365.53881,1.00133
973.98,360.93774,0.98723
974,358.16467,0.98718
974.02,356.76159,1.00133
974.04,355.24407,0.99439
974.06,353.25317,0.99447
974.08,350.78903,0.99439
974.1,348.79577,1.00834
974.12,348.45397,1.00854
974.14,348.59423,1.00118
974.16,347.65063,1.00133
974.18,345.82049,0.9872
974.2,343.87521,0.98707
974.22,343.3561,0.99422
974.24,345.77993,0.98724
974.26,351.04714,0.99444
974.28,359.32153,0.98718
974.3,371.07049,1.00133
974.32,384.88684,1.00845
974.34,398.47253,1.00842
974.36,408.95614,0.99444
974.38,412.77728,1.00842
974.4,408.99993,0.99439
974.42,400.18481,0.98749
974.44,390.09542,1.0013
974.46,382.61584,0.9941
974.48,379.45837,1.0013
974.5,379.25109,1.00142
974.52,380.32574,1.00172
974.54,381.14825,0.99418
974.56,380.2423,1.00133
974.58,378.00823,1.00133
974.6,375.20715,0.9943
974.62,371.53979,1.00862
974.64,367.16473,1.0013
974.66,362.31741,1.00886
974.68,357.52725,1.00147
974.7,354.37777,0.99439
974.72,352.86068,1.0015
974.74,351.28939,1.00147
974.76,348.87481,1.00133
974.78,345.36495,1.00159
974.8,341.58734,0.99422
974.82,339.6538,0.99444
974.84,339.70108,0.9943
974.86,340.34548,0.99447
974.88,341.9176,0.98718
974.9,346.18249,1.00871
974.92,355.44207,1.00159
974.94,370.84875,1.00845
974.96,389.46514,0.98698
974.98,405.82351,0.99418
975,415.30609,0.9871
975.02,415.42199,0.99418
975.04,407.90811,0.9943
975.06,397.74102,0.98698
975.08,388.59399,0.9871
975.1,382.4378,1.0086
975.12,380.0462,0.98727
975.14,379.77911,1.00871
975.16,379.80566,0.99418
975.18,379.66159,1.0015
975.2,379.01599,0.9943
975.22,378.09405,0.99458
975.24,376.8659,0.98718
975.26,374.08721,0.98736
975.28,369.69213,1.00871
975.3,364.90374,1.00159
975.32,360.625,1.00133
975.34,357.85705,0.99435
975.36,356.47363,1.00133
975.38,354.94277,1.0015
975.4,352.88092,0.9871
975.42,350.46716,0.99447
975.44,347.64971,0.99447
975.46,345.70159,0.99418
975.48,345.60504,0.99439
975.5,346.67102,0.99447
975.52,348.77832,0.98694
975.54,353.04937,1.00159
975.56,361.29473,0.99419
975.58,374.93777,0.99422
975.6,392.05181,0.98749
975.62,407.71166,1.00842
975.64,417.34225,0.99447
975.66,418.1423,0.99418
975.68,410.96255,1.0015
975.7,400.61056,0.9941
975.72,391.75115,0.98718
975.74,386.92108,1.00862
975.76,386.47027,1.00147
975.78,387.47998,0.98723
975.8,386.54855,1.00159
975.82,383.2756,0.99447
975.84,378.96939,1.00159
975.86,375.19348,0.9946
975.88,372.78524,1.00862
975.9,370.60931,1.00122
975.92,367.69104,1.0013
975.94,364.4699,1.00181
975.96,361.13061,0.98736
975.98,358.46093,1.00854
976,357.57049,0.98732
976.02,357.34527,1.00834
976.04,356.34796,1.0015
976.06,354.59588,0.99422
976.08,352.22296,1.00142
976.1,350.23019,0.99435
976.12,349.85296,0.98694
976.14,350.75146,0.98718
976.16,353.10018,1.00119
976.18,358.33053,1.00118
976.2,367.64404,0.99447
976.22,381.72344,1.00168
976.24,398.61682,0.9943
976.26,413.20727,0.99422
976.28,421.38043,0.98727
976.3,422.12628,0.99422
976.32,416.96069,1.00854
976.34,409.29492,1.00871
976.36,401.85491,1.00892
976.38,395.51718,1.00122
976.4,390.77288,0.9941
976.42,387.42102,0.98736
976.44,384.95343,0.9871
976.46,383.80462,0.99422
976.48,383.42648,1.00156
976.5,381.88903,1.00159
976.52,378.19378,1.00142
976.54,372.21905,0.98736
976.56,364.93249,1.00172
976.58,358.79013,0.98706
976.6,354.9165,0.99399
976.62,352.37335,1.00842
976.64,350.06216,1.00156
976.66,346.93994,0.9943
976.68,343.27508,1.00133
976.7,341.06759,0.98727
976.72,341.08782,0.99406
976.74,342.42605,0.99447
976.76,343.7597,0.99461
976.78,343.7163,1.0013
976.8,343.37554,0.9941
976.82,346.40853,0.98736
976.84,355.23916,0.99418
976.86,369.78347,1.00845
976.88,387.03479,1.00168
976.9,401.372,0.99444
976.92,409.03808,1.00854
976.94,409.94891,0.98727
976.96,405.74011,0.99439
976.98,399.5465,0.99419
977,394.0614,0.98706
977.02,389.50109,1.00858
977.04,385.86187,0.9943
977.06,383.67419,0.99435
977.08,382.8988,1.00122
977.1,383.39257,0.9943
977.12,383.92919,1.00159
977.14,382.16226,1.00168
977.16,377.47491,0.98698
977.18,371.01721,1.0013
977.2,364.46728,0.98694
977.22,360.04833,0.99432
977.24,358.17791,0.99447
977.26,356.83959,1.00133
977.28,354.70089,0.99418
977.3,351.55529,0.9943
977.32,347.99151,1.00133
977.34,345.71835,0.9941
977.36,344.99276,1.00892
977.38,344.51074,1.0013
977.4,344.32119,1.00159
977.42,345.50006,0.99418
977.44,350.01251,0.98718
977.46,360.38055,1.00181
977.48,375.54321,1.00142
977.5,390.57116,0.98694
977.52,400.81933,0.99447
977.54,403.70684,0.9943
977.56,399.91833,0.98718
977.58,392.92361,0.9943
977.6,385.53839,0.99439
977.62,379.36529,0.9943
977.64,375.38439,0.97979
977.66,373.33099,1.00871
977.68,373.36199,1.00147
977.7,375.94738,1.00159
977.72,379.45874,0.98718
977.74,381.72262,0.99439
977.76,381.44927,1.00144
977.78,377.69281,1.00123
977.8,371.57577,0.9943
977.82,365.63934,0.98695
977.84,361.06201,0.99439
977.86,358.26184,0.99406
977.88,356.9226,1.0013
977.9,355.56384,1.00159
977.92,353.81515,1.00159
977.94,352.25985,0.99418
977.96,350.79553,1.00122
977.98,349.64703,1.0083
978,349.37384,0.98736
978.02,350.83062,0.98718
978.04,356.44287,1.00854
978.06,367.93179,1.00845
978.08,383.56307,1.00159
978.1,399.16378,0.9943
978.12,409.79827,1.00845
978.14,412.63037,0.9943
978.16,409.19824,0.99439
978.18,402.59338,0.98691
978.2,395.08087,1.00842
978.22,388.51916,0.98718
978.24,383.47509,0.99469
978.26,379.92248,1.00142
978.28,378.41162,0.99469
978.3,378.28015,1.00159
978.32,377.93969,0.98732
978.34,376.27273,1.0015
978.36,372.22479,1.0013
978.38,366.50936,1.00111
978.4,361.91552,1.00122
978.42,359.85046,0.98698
978.44,359.75552,0.9943
978.46,360.15072,1.0013
978.48,358.74139,1.00159
978.5,354.94879,1.00845
978.52,350.92895,0.99418
978.54,348.81958,0.99418
978.56,349.50036,0.98024
978.58,352.02764,0.99447
978.6,353.85021,0.97998
978.62,354.18005,0.98758
978.64,354.93402,1.00142
978.66,358.90808,1.0015
978.68,368.95281,0.99439
978.7,384.95385,0.99435
978.72,402.10198,0.98718
978.74,415.00732,0.99406
978.76,420.77532,0.98706
978.78,419.3626,0.98698
978.8,413.79208,1.00142
978.82,407.32946,0.98706
978.84,401.21127,1.00144
978.86,396.23919,0.98727
978.88,392.90802,1.0013
978.9,390.9382,1.00181
978.92,390.04376,1.00142
978.94,388.9017,0.9871
978.96,385.83697,1.01546
978.98,381.11123,1.00133
979,375.60623,0.99439
979.02,370.10729,1.00845
979.04,365.89678,0.99422
979.06,362.70657,0.98718
979.08,359.06945,0.99422
979.1,354.71063,1.0015
979.12,350.11419,0.99418
979.14,346.70379,1.00147
979.16,346.27014,0.9943
979.18,347.98394,0.99435
979.2,349.56674,1.00156
979.22,350.02673,0.98724
979.24,349.13262,0.98698
979.26,347.88391,0.98736
979.28,348.3778,0.99418
979.3,351.77099,0.9941
979.32,359.13977,1.00173
979.34,371.51629,0.9941
979.36,387.34509,1.0015
979.38,403.1795,0.99418
979.4,415.19506,1.0015
979.42,420.01092,0.99422
979.44,417.66641,0.99422
979.46,411.29269,0.99469
979.48,403.72564,1.00884
979.5,397.55706,0.99422
979.52,394.48455,0.99461
979.54,393.48095,0.99439
979.56,392.81591,1.00159
979.58,391.34619,0.99447
979.6,388.15594,0.99435
979.62,383.98501,1.00142
979.64,380.36471,1.0013
979.66,377.55242,1.00862
979.68,375.24194,0.98706
979.7,372.62249,0.99422
979.72,368.72393,0.99406
979.74,364.23922,1.00122
979.76,360.29174,0.99418
979.78,356.94995,0.9943
979.8,353.99896,0.99406
979.82,350.59472,1.01554
979.84,346.46051,1.00133
979.86,343.54339,0.99418
979.88,343.13317,1.00159
979.9,344.14172,1.00871
979.92,344.82,1.00862
979.94,343.94598,1.00131
979.96,343.26263,0.98718
979.98,347.57049,1.00862
980,359.39306,1.00862
980.02,376.53179,1.00159
980.04,393.96826,0.97995
980.06,406.08474,0.99444
980.08,410.45355,0.99422
980.1,409.18188,1.0013
980.12,405.33715,0.9943
980.14,400.75808,0.9941
980.16,395.92761,0.9941
980.18,390.47674,0.98694
980.2,385.61834,1.0013
980.22,383.71801,1.0015
980.24,384.95617,0.99483
980.26,387.56317,0.98698
980.28,389.07983,0.99435
980.3,387.04409,0.9943
980.32,381.56796,0.98718
980.34,374.83923,0.99422
980.36,368.26556,0.9943
980.38,362.8818,1.00871
980.4,359.26257,0.98707
980.42,356.69943,0.99418
980.44,354.91003,0.9943
980.46,354.18811,0.98718
980.48,354.3442,0.99406
980.5,355.11608,0.98736
980.52,355.37359,1.00845
980.54,353.46987,1.00845
980.56,349.64025,0.99435
980.58,345.51547,0.98694
980.6,343.39126,1.00142
980.62,346.44171,1.00142
980.64,355.86608,0.99461
980.66,369.8095,0.99439
980.68,385.55975,1.00156
980.7,399.61746,0.99432
980.72,408.53002,1.00133
980.74,410.88571,1.0015
980.76,406.75555,0.99447
980.78,398.13659,0.98015
980.8,389.14367,0.99447
980.82,382.85339,0.9943
980.84,380.25451,0.99418
980.86,380.86968,0.99418
980.88,382.27569,0.98698
980.9,382.24468,1.00845
980.92,380.57284,0.99461
980.94,377.75451,1.00862
980.96,374.9168,0.9871
980.98,372.99688,1.00835
981,370.76409,1.00142
981.02,366.99407,0.99439
981.04,362.40234,1.00172
981.06,358.34295,0.98749
981.08,356.52853,0.99447
981.1,357.4299,1.00862
981.12,358.73571,0.99418
981.14,358.4161,1.0015
981.16,356.16186,0.99461
981.18,352.34252,0.98698
981.2,348.97149,0.99422
981.22,348.16192,0.99439
981.24,349.9251,1.0013
981.26,354.45251,1.00845
981.28,362.78704,1.0015
981.3,375.09405,1.00892
981.32,390.56246,0.98706
981.34,406.2647,1.00142
981.36,417.45449,0.99439
981.38,421.12045,1.00122
981.4,416.94445,1.00159
981.42,407.16586,1.00122
981.44,396.50048,1.0015
981.46,388.37493,1.00854
981.48,383.24163,0.99447
981.5,380.88403,1.0157
981.52,380.43124,1.00118
981.54,380.62805,0.9943
981.56,380.90197,0.98718
981.58,379.89465,1.00194
981.6,376.33166,1.00133
981.62,370.85223,0.9946
981.64,364.34509,0.98724
981.66,358.14437,1.00133
981.68,354.47335,0.9871
981.7,353.40661,0.99447
981.72,353.052,1.00142
981.74,352.04727,1.00854
981.76,349.66802,0.99439
981.78,346.80633,1.00871
981.8,345.5888,0.99418
981.82,346.25164,0.99435
981.84,347.49414,0.9871
981.86,348.2001,1.00168
981.88,347.78765,0.9871
981.9,348.22741,1.00133
981.92,353.21313,0.98718
981.94,363.98733,0.99483
981.96,378.99121,0.9943
981.98,394.9819,0.99418
982,407.81518,1.00122
982.02,415.4956,0.99444
982.04,418.59271,0.9871
982.06,417.86181,1.00854
982.08,414.18463,1.00842
982.1,408.43328,0.98736
982.12,401.37408,1.00871
982.14,395.18054,0.9943
982.16,392.01882,1.00133
982.18,391.7644,0.98736
982.2,392.77307,1.00142
982.22,392.36639,0.99418
982.24,388.26501,1.00133
982.26,381.16665,0.99422
982.28,373.28582,0.9943
982.3,366.37286,0.99422
982.32,361.75256,0.99406
982.34,358.83694,0.98706
982.36,355.88177,1.00118
982.38,352.80627,1.0013
982.4,350.34036,1.00131
982.42,348.98748,0.98758
982.44,348.91412,0.99422
982.46,348.59381,0.9941
982.48,346.40808,1.00119
982.5,342.75549,1.00147
982.52,338.82833,0.99418
982.54,336.75415,0.98727
982.56,339.36596,1.00173
982.58,347.39089,0.9941
982.6,359.763,1.00854
982.62,375.12506,1.00871
982.64,391.09124,1.0015
982.66,404.98141,1.00845
982.68,414.38818,0.99439
982.7,416.90631,1.00845
982.72,412.69851,0.99422
982.74,404.87649,0.99439
982.76,396.46179,0.9943
982.78,390.1513,1.00871
982.8,387.52566,1.00842
982.82,387.10223,0.99411
982.84,386.72607,1.0015
982.86,385.46682,1.00122
982.88,382.96127,1.00142
982.9,379.80584,0.99439
982.92,376.20501,0.99447
982.94,371.28063,1.00159
982.96,365.48779,1.0013
982.98,360.04876,0.99447
983,355.68026,0.98024
983.02,353.54217,1.00147
983.04,353.48297,0.98695
983.06,353.33984,0.98694
983.08,351.837,0.99399
983.1,348.82818,0.98723
983.12,345.01596,1.0013
983.14,342.65267,1.00147
983.16,342.84518,1.00122
983.18,344.68499,0.98723
983.2,348.13314,0.99403
983.22,354.1979,1.00858
983.24,364.02139,0.98694
983.26,377.71881,1.00854
983.28,391.95147,0.98706
983.3,401.87347,1.00133
983.32,405.01113,1.0013
983.34,401.38232,1.00159
983.36,393.51947,0.99422
983.38,385.53808,1.0015
983.4,379.72991,0.98698
983.42,376.55358,0.9872
983.44,375.98886,0.98698
983.46,376.93963,1.00115
983.48,378.7008,0.98718
983.5,381.13076,0.99422
983.52,382.32318,1.00871
983.54,380.54925,0.99422
983.56,376.22418,0.99439
983.58,370.37701,0.9871
983.6,365.00775,0.9871
983.62,362.28784,0.99439
983.64,361.93896,0.99447
983.66,362.36846,0.98691
983.68,361.96405,1.00858
983.7,359.44366,0.9943
983.72,355.68475,0.99435
983.74,352.64013,0.9941
983.76,351.47827,0.98706
983.78,353.58923,1.00142
983.8,359.69152,0.99418
983.82,368.98315,0.9872
983.84,380.83883,1.00156
983.86,394.0451,0.99418
983.88,405.82434,1.00144
983.9,413.32849,0.99435
983.92,414.22262,0.9943
983.94,408.05581,0.9871
983.96,397.60705,1.0083
983.98,386.6517,1.00122
984,378.38388,1.00133
984.02,374.74456,0.98736
984.04,374.41259,0.99406
984.06,374.69851,1.00142
984.08,374.81842,1.00159
984.1,374.50622,0.9941
984.12,373.19079,0.99469
984.14,370.79403,0.99418
984.16,366.87411,1.00854
984.18,361.65264,0.99444
984.2,356.94396,1.00142
984.22,353.96405,1.00122
984.24,352.96224,0.98723
984.26,353.44686,0.99422
984.28,353.33245,1.00142
984.3,351.35134,0.99422
984.32,348.62701,1.0088
984.34,346.89923,0.99406
984.36,348.742,0.99418
984.38,356.59054,0.99422
984.4,369.72058,1.00142
984.42,385.49749,0.98706
984.44,400.93957,0.98007
984.46,412.56121,1.0083
984.48,418.73797,1.00159
984.5,419.8858,1.01542
984.52,416.44039,0.99435
984.54,409.78076,1.00159
984.56,402.02087,0.99447
984.58,395.05313,1.00156
984.6,391.31835,1.00871
984.62,391.5733,0.99447
984.64,393.18469,0.98706
984.66,393.19366,0.9943
984.68,390.14508,1.00159
984.7,384.26428,1.00144
984.72,377.61206,1.00842
984.74,371.62847,0.99422
984.76,366.24395,0.99439
984.78,361.6618,1.0015
984.8,357.86016,1.00845
984.82,354.93231,0.99439
984.84,354.09082,0.99435
984.86,354.9999,0.98749
984.88,355.39886,0.9943
984.9,353.98297,0.99418
984.92,350.85119,0.99439
984.94,348.37438,0.99469
984.96,351.34429,0.9943
984.98,362.38293,1.0013
985,379.18725,1.0015
985.02,396.38916,0.99422
985.04,408.39724,1.00142
985.06,413.10223,0.99432
985.08,412.52694,0.98718
985.1,409.14001,1.00133
985.12,404.54925,1.01554
985.14,399.64208,0.98024
985.16,394.0747,1.00854
985.18,388.57199,0.9941
985.2,385.41949,0.9943
985.22,385.18933,0.9871
985.24,386.50735,0.99422
985.26,387.12603,1.00842
985.28,384.45562,0.98727
985.3,378.52755,0.98698
985.32,372.15826,0.99422
985.34,367.6347,0.98698
985.36,365.77374,0.99439
985.38,365.30249,1.00858
985.4,363.49316,0.99422
985.42,359.84164,1.0013
985.44,356.08636,1.00854
985.46,353.57153,0.99418
985.48,352.80932,0.99418
985.5,352.84954,0.98736
985.52,352.30474,1.00854
985.54,352.31863,1.00133
985.56,355.70153,0.99422
985.58,364.52734,1.00123
985.6,378.80975,1.00133
985.62,394.78045,1.00147
985.64,407.05294,1.00133
985.66,413.11169,0.99439
985.68,413.35522,0.99439
985.7,409.78588,0.98707
985.72,404.99362,1.00142
985.74,399.65161,1.00115
985.76,393.31909,1.0013
985.78,386.98522,0.99422
985.8,381.97042,0.9941
985.82,379.15893,0.98732
985.84,378.8908,1.00159
985.86,379.34973,1.00871
985.88,378.09954,1.00854
985.9,374.54782,0.97986
985.92,369.27154,0.98736
985.94,364.0415,0.9941
985.96,360.70544,0.9941
985.98,358.49291,0.9871
986,356.05795,0.9943
986.02,353.69854,0.99406
986.04,351.86389,1.00142
986.06,351.47555,1.00133
986.08,353.24713,0.99439
986.1,355.42651,0.98694
986.12,356.19494,1.00156
986.14,355.69384,0.9943
986.16,355.00714,0.99432
986.18,356.52508,0.98694
986.2,362.38977,0.99422
986.22,372.38162,0.9943
986.24,385.30505,1.01557
986.26,398.90362,0.9943
986.28,409.87243,0.99422
986.3,416.84375,0.99422
986.32,420.00604,0.99439
986.34,419.3114,0.99418
986.36,415.60641,0.99447
986.38,410.1278,1.00142
986.4,403.82287,0.98024
986.42,398.52636,1.0015
986.44,395.34548,0.98698
986.46,393.26516,0.9943
986.48,390.88507,1.00142
986.5,387.01779,1.00845
986.52,381.48211,0.9943
986.54,375.94995,1.00133
986.56,371.34844,0.98698
986.58,366.95892,0.9941
986.6,362.37182,0.98698
986.62,357.38098,0.98706
986.64,352.62402,0.99439
986.66,350.08493,0.98706
986.68,349.91864,0.99439
986.7,350.04171,0.9941
986.72,348.99859,0.98691
986.74,346.44305,1.0015
986.76,343.43807,0.98718
986.78,342.06188,0.99422
986.8,342.79071,0.99435
986.82,344.6957,1.00862
986.84,347.24548,0.99422
986.86,350.72808,1.00854
986.88,357.41091,1.0013
986.9,369.80712,1.00858
986.92,386.40817,1.00173
986.94,402.71267,1.00147
986.96,414.46847,1.00133
986.98,418.95974,1.00862
987,416.98071,0.9943
987.02,411.92892,0.99422
987.04,406.31829,1.00845
987.06,401.31762,1.0013
987.08,396.86492,0.9943
987.1,392.28564,0.98707
987.12,388.51235,1.00845
987.14,386.71435,0.98718
987.16,386.12442,0.99439
987.18,385.41378,0.99422
987.2,383.19714,0.99422
987.22,378.6311,0.98718
987.24,373.22262,1.00122
987.26,368.83392,1.00133
987.28,365.53497,1.00854
987.3,362.83248,1.00159
987.32,359.89428,1.00842
987.34,356.38665,0.99432
987.36,353.73654,1.0013
987.38,352.58233,0.9871
987.4,351.73989,1.00159
987.42,350.19149,1.0015
987.44,347.24401,0.98718
987.46,343.62261,1.00172
987.48,341.99609,1.0013
987.5,343.78222,0.99418
987.52,349.06787,1.00159
987.54,358.38378,0.98718
987.56,370.95031,1.00842
987.58,384.67352,1.00862
987.6,397.32696,1.00173
987.62,405.81585,1.00133
987.64,408.11981,1.00148
987.66,404.96337,0.99435
987.68,398.35241,1.00856
987.7,391.59613,0.9943
987.72,387.73507,0.98694
987.74,386.53002,1.00834
987.76,386.37304,1.00854
987.78,386.26196,1.00854
987.8,385.31982,0.99436
987.82,383.69506,1.0015
987.84,381.61096,0.99422
987.86,378.13281,0.99469
987.88,373.23413,1.00142
987.9,367.8551,0.98706
987.92,362.86315,1.0015
987.94,359.87734,0.98718
987.96,359.41058,1.00168
987.98,359.45819,1.0013
988,358.37234,0.9943
988.02,356.06097,1.0013
988.04,353.41921,0.99403
988.06,352.18109,0.98024
988.08,352.61956,1.0013
988.1,353.02398,0.98007
988.12,352.38491,1.00871
988.14,350.841,0.9943
988.16,349.97186,0.99418
988.18,353.3121,0.98706
988.2,362.91595,1.00115
988.22,377.20925,1.01574
988.24,392.3493,0.9943
988.26,403.30908,1.00867
988.28,407.24188,0.99406
988.3,405.94561,1.00115
988.32,402.46313,1.00118
988.34,398.60607,1.0013
988.36,395.16625,1.0013
988.38,391.64465,1.00133
988.4,388.12896,0.99406
988.42,385.92175,0.99439
988.44,384.91296,0.99447
988.46,384.12048,0.9943
988.48,382.90692,0.99419
988.5,380.1715,0.98706
988.52,375.957,1.00827
988.54,371.61309,1.0015
988.56,367.60223,1.00133
988.58,364.45141,1.00115
988.6,362.59924,0.99447
988.62,360.91296,0.99418
988.64,359.03308,0.98749
988.66,357.88214,1.00142
988.68,357.37011,1.00142
988.7,356.95599,0.98718
988.72,356.05383,0.9943
988.74,353.97235,1.00142
988.76,351.56961,1.00133
988.78,350.27233,0.99439
988.8,350.25656,0.9943
988.82,351.55224,0.99418
988.84,354.39569,0.9946
988.86,359.43295,0.99422
988.88,368.56512,0.9943
988.9,382.46502,1.0015
988.92,398.52947,1.00133
988.94,412.63867,1.0013
988.96,420.73309,0.98706
988.98,420.9522,1.00159
989,415.40917,1.00133
989.02,407.57928,0.98713
989.04,400.19812,0.99422
989.06,395.14294,1.00845
989.08,391.7846,0.9943
989.1,388.26702,0.98749
989.12,384.29925,0.99432
989.14,380.04138,0.98736
989.16,376.04458,0.99422
989.18,373.72143,1.00845
989.2,372.6957,1.00131
989.22,370.94781,0.99422
989.24,367.25204,1.00834
989.26,361.70495,0.99444
989.28,356.40881,1.0015
989.3,353.74951,0.9871
989.32,353.16271,1.0013
989.34,352.99249,1.00118
989.36,352.64575,0.99447
989.38,351.86761,0.99418
989.4,351.74429,0.9943
989.42,353.44311,0.98694
989.44,355.24786,0.9943
989.46,354.93655,0.99418
989.48,352.39129,1.00842
989.5,349.22805,1.00142
989.52,348.91925,0.9943
989.54,354.5343,0.99422
989.56,365.98077,1.00842
989.58,381.18841,0.99406
989.6,396.86618,1.00159
989.62,409.05053,0.9943
989.64,415.97308,1.00854
989.66,418.23205,0.99435
989.68,416.83117,1.00862
989.7,412.8854,1.0013
989.72,406.98812,0.98718
989.74,399.79409,0.9871
989.76,393.63879,1.00854
989.78,390.29571,0.9871
989.8,389.09368,0.98706
989.82,388.37091,1.00133
989.84,385.94757,1.00858
989.86,380.80755,0.99422
989.88,374.9291,0.99422
989.9,370.33959,0.98706
989.92,367.19915,1.0013
989.94,364.91223,0.99418
989.96,362.0545,1.0013
989.98,357.91772,1.00159
990,353.80902,1.0013
990.02,350.65844,1.00208
990.04,348.47229,0.99399
990.06,347.17535,0.99418
990.08,345.99456,0.9871
990.1,344.94531,0.99418
990.12,345.23403,1.00867
990.14,346.69317,1.00133
990.16,348.19964,0.9871
990.18,348.82766,0.99447
990.2,347.63781,0.98699
990.22,345.81341,0.99439
990.24,346.89422,1.00142
990.26,353.71752,0.99418
990.28,367.15563,0.98718
990.3,384.87872,0.99418
990.32,401.3706,0.98718
990.34,412.25134,1.00854
990.36,416.51614,1.00862
990.38,415.43814,0.99447
990.4,411.7785,0.9943
990.42,407.28918,0.99461
990.44,401.66473,0.99418
990.46,395.3833,1.00862
990.48,389.99926,1.00845
990.5,386.60906,1.0013
990.52,385.84469,1.00133
990.54,386.56765,0.99439
990.56,386.18457,1.0013
990.58,383.34344,1.00159
990.6,377.72958,0.9943
990.62,370.30151,0.99439
990.64,364.00018,0.9943
990.66,360.14709,1.00133
990.68,357.47879,1.00159
990.7,355.13238,0.9946
990.72,352.53308,0.99447
990.74,349.71801,0.99444
990.76,348.17218,0.9943
990.78,348.07983,0.98718
990.8,348.05307,0.99418
990.82,347.30419,1.00181
990.84,345.3554,1.0013
990.86,342.82562,1.00181
990.88,341.84747,1.00142
990.9,343.93023,0.98724
990.92,350.29559,1.00173
990.94,361.88134,0.98698
990.96,376.95767,0.99447
990.98,392.43814,1.01566
991,405.78552,0.9943
991.02,414.23712,1.0013
991.04,416.22482,0.9941
991.06,412.41223,1.00854
991.08,404.47381,0.99418
991.1,395.51318,1.00854
991.12,388.90985,1.00122
991.14,385.76562,0.9941
991.16,385.64813,0.98698
991.18,386.95501,0.98718
991.2,387.00704,1.00845
991.22,384.94274,0.99439
991.24,381.81582,0.99439
991.26,378.20379,0.98727
991.28,374.38562,1.00122
991.3,370.38165,1.0015
991.32,366.05303,0.99439
991.34,362.32015,1.00842
991.36,359.77941,1.00845
991.38,357.75555,1.00142
991.4,355.78854,0.99435
991.42,353.42205,0.9943
991.44,350.63909,0.99418
991.46,348.75772,0.99439
991.48,348.06011,0.99418
991.5,347.46978,0.9941
991.52,346.7087,1.01554
991.54,346.23608,1.00181
991.56,348.16247,1.0015
991.58,356.0885,0.98694
991.6,370.78826,1.00142
991.62,388.95764,0.98727
991.64,405.28765,0.98758
991.66,414.21975,1.00173
991.68,413.79376,0.99418
991.7,407.20269,0.98706
991.72,399.03778,1.00862
991.74,392.70867,1.00142
991.76,389.48529,0.99418
991.78,388.06842,1.00181
991.8,387.2611,1.00862
991.82,387.16818,0.98706
991.84,387.63647,0.99418
991.86,388.62255,0.99444
991.88,389.28796,1.0013
991.9,386.85052,1.00845
991.92,380.35208,0.9943
991.94,372.29827,1.00845
991.96,365.61944,0.98706
991.98,362.16592,0.98706
992,361.48245,1.00854
992.02,360.89001,0.99439
992.04,358.92077,0.98007
992.06,355.96221,1.00133
992.08,352.9121,0.9943
992.1,351.23931,1.00871
992.12,351.07983,0.99483
992.14,350.86315,0.98694
992.16,350.33044,0.99422
992.18,350.65945,1.00142
992.2,353.76373,0.99418
992.22,362.19665,0.99418
992.24,375.96505,1.00845
992.26,391.66784,0.99435
992.28,405.4251,1.00884
992.3,414.06811,1.00133
