Time,PPG,Acc
325.42,366.33312,0.99424
325.44,361.26239,0.99274
325.46,357.23733,1.00052
325.48,353.83206,0.98675
325.5,350.67889,1.00089
325.52,347.11303,0.98604
325.54,343.52557,0.99953
325.56,342.04214,0.99311
325.58,343.75714,0.99287
325.6,348.83468,0.99457
325.62,357.67218,0.99311
325.64,369.15524,0.99917
325.66,381.33676,0.99311
325.68,392.98654,0.985
325.7,402.38131,1.0006
325.72,407.79571,0.99345
325.74,408.45379,1.0006
325.76,404.26354,1.00768
325.78,397.56182,1.00107
325.8,392.00354,0.994
325.82,388.59249,0.99424
325.84,386.84219,0.99274
325.86,386.4461,0.99208
325.88,386.18975,1.00131
325.9,385.41464,1.00019
325.92,384.32958,0.99995
325.94,382.17327,0.99995
325.96,378.26547,1.00019
325.98,372.85406,0.98646
326,367.08654,0.99311
326.02,363.2947,0.99382
326.04,362.11837,0.98566
326.06,361.28201,1.00796
326.08,359.09362,0.99982
326.1,355.61224,0.99424
326.12,352.15545,0.99245
326.14,351.30059,0.99311
326.16,354.54217,1.00796
326.18,361.78399,0.99311
326.2,372.67041,1.00019
326.22,385.12582,1.00019
326.24,396.33578,0.97939
326.26,405.31268,1.00089
326.28,411.00985,0.99311
326.3,412.02807,0.99953
326.32,408.63839,0.994
326.34,401.92864,0.99311
326.36,394.05111,1.0006
326.38,388.08944,0.99353
326.4,384.75369,0.99311
326.42,382.90893,0.99311
326.44,381.98107,0.97872
326.46,381.11886,0.99382
326.48,379.92071,0.99982
326.5,378.8218,0.99185
326.52,376.83929,0.99311
326.54,373.04315,0.99245
326.56,368.33032,0.99245
326.58,363.77099,1.00726
326.6,360.86614,1.00768
326.62,360.67303,0.99311
326.64,361.34893,0.9942
326.66,360.51177,1.00662
326.68,357.66076,1.00768
326.7,354.36517,1.00796
326.72,354.96871,0.99245
326.74,363.03485,1.00089
326.76,377.3041,1.00131
326.78,393.79547,0.994
326.8,408.20849,1.00089
326.82,417.28741,0.99382
326.84,420.71203,0.99953
326.86,419.61285,0.99185
326.88,415.11944,0.98646
326.9,409.2069,1.0069
326.92,403.33151,0.98646
326.94,398.13934,0.99382
326.96,394.87261,1.0069
326.98,393.35351,1.00019
327,391.56472,1.00837
327.02,388.23175,0.99382
327.04,382.72,0.99424
327.06,375.56362,0.98646
327.08,369.19479,0.99953
327.1,364.72879,1.0006
327.12,361.3637,0.9942
327.14,358.71459,0.99953
327.16,356.39495,1.00019
327.18,354.57287,0.99424
327.2,354.22265,0.98693
327.22,354.26715,1.00131
327.24,352.70294,0.99953
327.26,349.85321,0.98646
327.28,347.92855,0.99953
327.3,350.49383,0.99953
327.32,360.36849,0.99424
327.34,375.90679,1.00768
327.36,392.44476,0.97829
327.38,405.31097,0.99353
327.4,411.35083,0.99353
327.42,411.58706,0.99353
327.44,409.38238,0.9858
327.46,405.92135,1.00796
327.48,401.40698,1.00837
327.5,396.82162,1.00089
327.52,393.05419,1.00019
327.54,390.8399,0.99208
327.56,389.53625,1.00019
327.58,387.17913,0.98717
327.6,383.45404,1.00796
327.62,379.25781,1.00019
327.64,374.91552,0.99311
327.66,37089157,0.99353
327.68,367.09185,1.00703
327.7,362.72814,0.99176
327.72,358.17608,1.00871
327.74,354.30023,1.01503
327.76,351.68292,1.00726
327.78,350.75445,1.00019
327.8,350.10256,1.00019
327.82,347.86926,1.00019
327.84,344.88345,0.99311
327.86,343.08065,0.98717
327.88,344.16287,0.99311
327.9,349.72375,0.98604
327.92,359.2304,1.00837
327.94,370.64337,0.99457
327.96,382.31719,0.98604
327.98,392.00979,1.00131
328,397.69332,1.00019
328.02,398.84249,0.99382
328.04,395.5578,0.99424
328.06,389.49633,1.00834
328.08,383.66503,1.00726
328.1,379.67678,1.00019
328.12,377.88653,0.98675
328.14,377.76565,0.99982
328.16,377.42205,0.99287
328.18,376.1932,1.01503
328.2,374.99871,0.99274
328.22,373.60809,0.99274
328.24,371.28488,1.00131
328.26,367.59579,0.99424
328.28,362.2684,0.98646
328.3,356.93859,0.98717
328.32,353.7951,0.99953
328.34,352.8403,0.99311
328.36,353.06402,0.99538
328.38,352.90893,1.00625
328.4,350.57202,0.98604
328.42,346.70513,1.00089
328.44,343.76284,0.99353
328.46,343.45996,1.00019
328.48,346.61401,1.00019
328.5,352.69256,0.99274
328.52,360.76531,0.99148
328.54,371.08813,1.0137
328.56,382.45233,0.99382
328.58,391.41522,0.99274
328.6,395.58279,1.00089
328.62,394.04547,0.9858
328.64,387.65676,0.98476
328.66,379.87585,0.98717
328.68,373.7962,1.00593
328.7,370.52416,0.99311
328.72,369.86697,0.985
328.74,369.87228,0.99274
328.76,368.94107,0.99311
328.78,367.65856,1.0006
328.8,366.54074,1.0006
328.82,365.5379,0.98604
328.84,364.4284,0.99311
328.86,361.91439,0.9858
328.88,357.75244,0.99311
328.9,353.66671,1.00884
328.92,350.69647,0.99311
328.94,349.25042,1.00019
328.96,349.28204,0.9884
328.98,349.28106,0.98604
329,348.72052,1.00814
329.02,348.92321,1.00131
329.04,350.91851,1.00107
329.06,355.74105,0.99424
329.08,363.80212,0.99311
329.1,373.49072,0.99917
329.12,383.06777,0.99995
329.14,391.13018,1.00089
329.16,395.93957,0.98604
329.18,396.854,0.99982
329.2,393.91156,1.00019
329.22,387.58514,0.99311
329.24,380.56829,0.99311
329.26,376.03338,1.00602
329.28,375.10556,0.99424
329.3,377.22027,0.99995
329.32,380.00335,0.99311
329.34,380.81628,0.99353
329.36,379.36935,0.98604
329.38,376.2413,0.98637
329.4,371.78314,0.99353
329.42,366.88195,0.99457
329.44,361.58984,1.00814
329.46,355.79351,1.01521
329.48,351.02325,0.99311
329.5,348.48535,0.99382
329.52,348.25231,1.0006
329.54,349.79168,0.99311
329.56,351.09033,0.9858
329.58,351.23788,0.99311
329.6,352.89337,1.00019
329.62,359.14178,1.00089
329.64,370.70086,0.98714
329.66,385.19085,0.98566
329.68,397.67584,0.98764
329.7,404.93139,0.99311
329.72,407.44812,1.00703
329.74,406.86132,0.99353
329.76,405.24835,0.99953
329.78,403.91461,0.99149
329.8,401.69189,0.99245
329.82,398.28692,0.99334
329.84,395.72497,0.99353
329.86,395.12652,1.00662
329.88,396.28207,0.99353
329.9,397.76971,0.98604
329.92,396.83514,1.00726
329.94,392.48339,0.994
329.96,386.00842,1.00089
329.98,378.98345,0.99245
330,373.33749,1.00089
330.02,369.79391,0.99382
330.04,367.05212,1.00912
330.06,364.6911,0.99353
330.08,363.22811,0.99287
330.1,362.96868,1.01467
330.12,365.0462,0.99274
330.14,370.24383,0.97122
330.16,378.25994,1.00814
330.18,388.94335,0.99311
330.2,401.16125,0.99185
330.22,412.99337,0.99953
330.24,423.3963,0.98764
330.26,430.81753,0.99953
330.28,433.69732,0.98604
330.3,432.50268,1.00089
330.32,428.20108,1.00019
330.34,422.11059,0.98693
330.36,416.48504,1.00052
330.38,411.66851,0.99208
330.4,406.36914,0.99245
330.42,400.60308,0.99982
330.44,395.13284,0.99311
330.46,390.9815,0.99311
330.48,388.98748,1.0006
330.5,387.72009,0.99982
330.52,385.04641,1.00089
330.54,380.45678,1.01503
330.56,374.38763,0.99917
330.58,368.82162,0.99382
330.6,366.19979,1.00131
330.62,366.08544,1.0006
330.64,366.52789,1.00089
330.66,366.11468,0.99953
330.68,363.93566,1.00019
330.7,361.70037,0.99274
330.72,362.98785,0.99311
330.74,369.71533,0.99457
330.76,382.21856,0.98604
330.78,398.74951,1.00089
330.8,415.06597,1.00726
330.82,428.03027,1.00089
330.84,436.60665,1.00019
330.86,440.47344,1.00019
330.88,440.47482,0.99311
330.9,437.46942,0.99287
330.92,431.78009,0.99893
330.94,424.9096,0.99245
330.96,418.3963,1.00625
330.98,412.56182,0.99982
331,407.39678,1.00728
331.02,402.07086,1.00019
331.04,395.95361,0.99208
331.06,390.08551,0.99917
331.08,384.68554,0.99893
331.1,378.74667,0.99982
331.12,372.34735,0.99382
331.14,365.80099,1.00131
331.16,359.57763,1.00019
331.18,355.34368,1.01434
331.2,353.72918,1.00019
331.22,353.59191,0.99311
331.24,353.60638,0.99499
331.26,352.51104,1.0006
331.28,350.50439,0.99499
331.3,349.27331,1.00252
331.32,348.99645,1.0006
331.34,348.97174,0.99995
331.36,349.8142,0.98693
331.38,353.28582,0.99311
331.4,362.49786,0.99311
331.42,379.32666,0.99353
331.44,400.63656,1.00814
331.46,420.81979,1.00164
331.48,435.42126,0.98764
331.5,442.04025,1.00131
331.52,442.03198,1.01434
331.54,438.72448,1.0006
331.56,433.56591,0.9858
331.58,427.09338,0.98566
331.6,420.06884,1.00662
331.62,413.13232,0.99353
331.64,407.72082,0.99424
331.66,404.49322,0.99424
331.68,401.87451,1.00052
331.7,398.24392,0.99274
331.72,392.70977,0.99995
331.74,385.20715,0.98646
331.76,377.53131,0.98604
331.78,371.37145,0.99995
331.8,366.64785,1.00107
331.82,362.60244,0.99287
331.84,357.92517,0.99953
331.86,352.29608,1.00749
331.88,348.01391,0.99457
331.9,346.59765,0.99457
331.92,346.95089,0.99311
331.94,347.54083,0.99353
331.96,346.81872,0.99311
331.98,344.28503,0.99353
332,341.5234,1.00625
332.02,339.59103,1.00796
332.04,338.66076,1.00019
332.06,339.9201,1.00089
332.08,344.811,0.99382
332.1,354.92523,0.99274
332.12,371.26824,0.99917
332.14,391.0166,1.0006
332.16,408.71151,0.99353
332.18,420.03811,0.99353
332.2,423.00961,1.00089
332.22,419.54718,0.9858
332.24,414.3103,1.00089
332.26,409.97549,1.00019
332.28,406.84729,1.00703
332.3,404.28945,0.99208
332.32,400.81808,0.985
332.34,396.47448,0.99424
332.36,392.71438,1.00726
332.38,389.49499,1.00052
332.4,386.12322,0.99274
332.42,382.01986,0.99311
332.44,376.49664,1.00726
332.46,370.60867,0.98637
332.48,366.01791,0.97122
332.5,362.69799,0.9942
332.52,360.09332,0.99311
332.54,357.46704,0.99382
332.56,354.16705,0.97164
332.58,351.09347,0.99311
332.6,349.37829,1.00019
332.62,349.23046,1.00662
332.64,350.38848,1.0076
332.66,351.01232,0.99311
332.68,349.0664,1.0006
332.7,345.31854,0.99353
332.72,341.62365,0.98646
332.74,339.30712,0.99995
332.76,340.02105,1.00625
332.78,344.62609,0.98717
332.8,353.41128,1.00019
332.82,367.03643,1.0006
332.84,383.88043,0.99982
332.86,399.65872,1.00052
332.88,410.24618,0.99311
332.9,413.0176,0.99311
332.92,408.78381,0.9942
332.94,401.56805,0.99982
332.96,394.49597,0.97164
332.98,389.03582,0.99208
333,385.7135,0.99274
333.02,383.18139,0.99353
333.04,380.41259,0.98764
333.06,377.96255,0.9858
333.08,375.85797,1.0006
333.1,374.01593,1.0006
333.12,372.22848,0.99982
333.14,369.18048,0.99311
333.16,364.98434,0.99457
333.18,361.16235,0.99953
333.2,358.07412,0.98693
333.22,356.01409,1.00837
333.24,354.94366,1.0006
333.26,353.35827,0.99382
333.28,350.94396,0.99245
333.3,348.80474,0.99353
333.32,347.67822,0.99382
333.34,348.33642,0.99424
333.36,350.0447,0.99982
333.38,350.14266,0.99311
333.4,347.62493,1.00019
333.42,343.78961,0.99424
333.44,340.96984,1.0006
333.46,342.28814,0.99245
333.48,349.2124,0.99311
333.5,360.6557,1.00131
333.52,374.99319,0.99353
333.54,389.73345,1.00726
333.56,401.93237,0.9858
333.58,410.18365,0.99245
333.6,413.35699,0.99982
333.62,410.41522,1.00052
333.64,402.44189,0.99245
333.66,391.92785,0.99995
333.68,382.31237,0.98675
333.7,377.08325,0.98646
333.72,376.14129,0.98793
333.74,376.5614,0.99353
333.76,376.06103,0.99995
333.78,373.02947,0.97968
333.8,367.56402,0.99353
333.82,361.83551,0.98646
333.84,356.68041,0.99274
333.86,351.7116,0.99245
333.88,347.337,1.00019
333.9,343.84768,1.00019
333.92,342.01791,0.98675
333.94,342.76995,1.00089
333.96,344.73956,0.99995
333.98,346.14895,0.98717
334,346.43405,0.99953
334.02,345.08154,0.99353
334.04,342.98339,1.0006
334.06,341.71697,0.98717
334.08,340.89251,0.99287
334.1,340.03045,0.99245
334.12,339.74316,0.99287
334.14,341.0379,1.00019
334.16,346.35714,1.00796
334.18,357.4132,0.98604
334.2,372.1687,0.99424
334.22,386.63323,1.00127
334.24,396.96606,0.99311
334.26,401.2442,0.98717
334.28,401.22418,0.99382
334.3,399.51306,1.00131
334.32,396.82446,0.99353
334.34,393.29675,0.99982
334.36,388.77691,0.985
334.38,383.35638,1.00089
334.4,378.75274,1.00019
334.42,376.17492,0.98604
334.44,375.03057,0.99311
334.46,374.12594,1.00768
334.48,371.41461,1.0076
334.5,365.87957,0.99353
334.52,359.4281,1.00089
334.54,353.78475,1.00019
334.56,349.39831,1.0006
334.58,346.75793,0.98537
334.6,345.11737,0.98764
334.62,343.58068,1.0006
334.64,342.8457,1.00131
334.66,343.09259,1.00019
334.68,343.68756,1.00726
334.7,344.02947,0.99353
334.72,343.07543,0.9858
334.74,341.46499,0.99457
334.76,342.08666,1.00662
334.78,347.12237,0.99245
334.8,357.51702,0.99311
334.82,372.2073,0.99457
334.84,386.51269,0.99311
334.86,395.13458,1.00019
334.88,395.46371,0.98646
334.9,388.28088,0.994
334.92,377.82263,1.00089
334.94,368.32275,1.00089
334.96,361.29467,1.00726
334.98,358.00634,0.99311
335,359.54281,1.00884
335.02,364.60662,1.00703
335.04,370.68667,1.00768
335.06,374.96563,0.99274
335.08,375.10095,0.99353
335.1,371.46511,1.00131
335.12,366.21984,1.00107
335.14,361.42651,1.00019
335.16,358.6737,1.00206
335.18,357.31533,1.0006
335.2,355.3703,0.98534
335.22,352.72021,0.99953
335.24,350.13473,1.00107
335.26,348.36944,1.00019
335.28,348.41326,0.99917
335.3,348.93734,0.98604
335.32,347.4118,0.99287
335.34,344.23666,0.98537
335.36,341.9945,0.99353
335.38,343.69802,0.99311
335.4,351.53997,0.98646
335.42,364.25976,1.0006
335.44,378.40423,0.99995
335.46,391.11514,1.00019
335.48,400.05072,0.99995
335.5,404.44885,1.0069
335.52,405.17147,0.99245
335.54,402.49798,0.99982
335.56,397.41806,0.99995
335.58,392.64782,0.99982
335.6,390.2221,0.99345
335.62,390.82684,0.98604
335.64,393.28973,0.99353
335.66,394.42895,1.00089
335.68,392.68524,0.99311
335.7,389.1311,1.0006
335.72,385.15826,1.00662
335.74,382.36291,0.99274
335.76,380.99893,0.98604
335.78,378.83197,1.0006
335.8,374.84674,1.00089
335.82,370.24191,0.99953
335.84,366.10147,0.98646
335.86,363.36572,0.98646
335.88,361.93518,0.99208
335.9,360.3778,0.99287
335.92,358.43756,1.00019
335.94,356.76547,0.99274
335.96,356.34396,1.0006
335.98,359.85464,0.99345
336,369.16836,1.00625
336.02,382.82171,0.99917
336.04,397.73828,0.99274
336.06,410.34954,0.99424
336.08,418.15191,0.98714
336.1,421.43811,0.99311
336.12,420.95458,0.98793
336.14,416.72308,0.99499
336.16,409.60101,0.99287
336.18,400.99194,0.99311
336.2,393.28039,0.9858
336.22,389.25631,1.00042
336.24,388.48678,0.99382
336.26,388.33734,0.99245
336.28,387.42578,0.98693
336.3,385.17181,0.99353
336.32,382.05957,1.00019
336.34,379.35308,1.00131
336.36,376.31689,1.00768
336.38,371.64349,0.99382
336.4,366.09091,0.99311
336.42,361.49041,1.00019
336.44,359.82305,0.99245
336.46,361.12744,0.99311
336.48,362.15414,0.99457
336.5,360.61727,0.99457
336.52,357.43054,0.99311
336.54,354.63211,1.0006
336.56,355.53967,0.99274
336.58,363.22119,1.0006
336.6,377.05392,1.00052
336.62,393.95111,1.00089
336.64,41021020,0.99287
336.66,422.24539,1.00089
336.68,428.86853,0.9858
336.7,430.58947,0.99242
336.72,427.78967,0.99353
336.74,421.90124,0.99457
336.76,414.94421,0.99353
336.78,408.56671,0.99353
336.8,404.60388,0.99245
336.82,403.14562,0.99345
336.84,402.19561,1.00884
336.86,400.5292,0.99311
336.88,397.43121,1.00768
336.9,392.5075,1.00796
336.92,387.08575,0.97896
336.94,382.02172,0.985
336.96,376.64184,0.99311
336.98,370.74493,0.9858
337,364.34332,0.99382
337.02,358.04397,0.99311
337.04,353.69458,1.00768
337.06,351.67089,1.00019
337.08,350.64053,0.99311
337.1,349.62469,0.99953
337.12,348.07806,0.97829
337.14,347.66345,1.0006
337.16,352.52581,0.9858
337.18,364.57183,1.00871
337.2,381.73159,0.99345
337.22,399.66479,1.00052
337.24,412.99279,0.99995
337.26,418.89535,1.00019
337.28,418.93963,0.99382
337.3,415.97729,0.99311
337.32,412.44134,0.99311
337.34,409.53991,1.00164
337.36,406.48632,0.99353
337.38,403.09741,1.00019
337.4,400.18524,0.99353
337.42,397.05242,0.99424
337.44,392.89392,1.00019
337.46,388.14904,1.00019
337.48,383.43667,0.98646
337.5,379.87719,1.00019
337.52,377.88424,0.99334
337.54,375.84689,1.0006
337.56,372.33538,1.00625
337.58,366.9046,0.98604
337.6,360.21728,0.98793
337.62,355.19378,0.99345
337.64,353.99945,1.00019
337.66,355.35906,0.9995
337.68,356.91638,0.99982
337.7,356.98364,1.00768
337.72,355.84277,0.99245
337.74,356.75503,0.99311
337.76,362.63128,1.00131
337.78,373.3612,0.98605
337.8,386.45275,0.99274
337.82,397.63574,0.98566
337.84,403.83255,0.99917
337.86,405.61016,0.98537
337.88,404.32061,0.97986
337.9,400.68597,0.98534
337.92,395.94635,0.994
337.94,390.72686,0.99311
337.96,385.57327,1.0006
337.98,382.135,0.99424
338,380.78088,0.99345
338.02,380.03964,0.99311
338.04,378.21896,0.994
338.06,373.79962,0.99471
338.08,367.25961,0.99982
338.1,361.33535,0.99388
338.12,357.75332,0.99287
338.14,356.50619,1.00768
338.16,356.35931,0.99457
338.18,355.02862,0.99274
338.2,352.28027,0.99353
338.22,350.18096,1.0006
338.24,349.52868,1.00164
338.26,349.91638,0.98537
338.28,350.44342,0.99353
338.3,350.02954,1.00814
338.32,350.59402,0.99353
338.34,356.10034,1.00019
338.36,367.7543,0.99499
338.38,383.27569,0.98537
338.4,397.87231,0.98675
338.42,406.37078,1.0076
338.44,407.28326,0.99982
338.46,402.59494,0.9801
338.48,395.16784,0.99953
338.5,388.06878,0.99311
338.52,382.78881,0.98646
338.54,379.09277,0.99274
338.56,377.43688,0.99311
338.58,377.93426,1.00837
338.6,378.95901,0.99499
338.62,378.51153,1.00052
338.64,374.87261,0.99953
338.66,368.23828,0.99953
338.68,361.41799,0.99499
338.7,356.19586,0.99311
338.72,352.40039,1.00837
338.74,349.87509,1.00796
338.76,347.73077,0.99274
338.78,345.21765,0.98675
338.8,343.40502,0.99311
338.82,343.03796,0.97968
338.84,343.76181,1.0006
338.86,345.17175,1.00837
338.88,346.84265,1.00052
338.9,350.19982,0.99953
338.92,358.23449,1.00726
338.94,371.11914,1.0006
338.96,385.57049,0.99274
338.98,397.09777,0.99953
339,401.90124,1.00177
339.02,400.19674,0.99953
339.04,395.58172,0.99345
339.06,390.71514,0.99353
339.08,387.02536,1.00796
339.1,385.01107,1.00768
339.12,383.60424,0.98675
339.14,382.3576,1.00107
339.16,381.35418,0.99311
339.18,379.45867,0.99311
339.2,376.11026,0.99287
339.22,371.65667,1.00042
339.24,366.47979,1.00019
339.26,362.2579,1.0069
339.28,360.346,1.00019
339.3,359.5725,0.98468
339.32,357.88046,0.98717
339.34,353.89825,0.99457
339.36,348.48266,0.99995
339.38,344.9858,1.00726
339.4,345.10278,0.99311
339.42,347.50756,1.00796
339.44,351.02551,0.99311
339.46,355.39505,1.0069
339.48,361.65478,0.99311
339.5,372.01864,0.99953
339.52,385.72109,1.0006
339.54,398.38696,0.9942
339.56,406.34417,0.98627
339.58,408.32769,0.99982
339.6,405.81903,0.99245
339.62,402.12353,1.00768
339.64,398.79992,1.0137
339.66,395.51019,1.00768
339.68,391.92147,0.99953
339.7,387.53137,0.98604
339.72,383.14099,1.00131
339.74,380.75805,1.00019
339.76,380.00439,1.00662
339.78,378.81832,0.99311
339.8,376.02313,0.98439
339.82,371.25805,0.99353
339.84,366.04205,0.98717
339.86,362.75982,1.00131
339.88,361.48287,0.99185
339.9,361.10556,0.98604
339.92,360.55926,0.99311
339.94,358.66278,0.99245
339.96,356.34729,1.00814
339.98,355.56265,1.00871
340,356.0986,0.99471
340.02,357.21127,0.99353
340.04,359.44277,1.00019
340.06,364.33459,0.99353
340.08,373.83248,1.0006
340.1,387.43237,1.0069
340.12,401.36877,1.00019
340.14,412.02673,0.98717
340.16,417.45718,0.99311
340.18,417.78366,1.00107
340.2,415.59344,1.00796
340.22,412.83422,0.99185
340.24,409.24285,0.99311
340.26,404.56118,0.99345
340.28,398.93063,1.00019
340.3,393.21511,1.00019
340.32,389.19348,0.99424
340.34,386.65182,1.00837
340.36,383.61672,1.0069
340.38,379.08148,0.99953
340.4,372.59426,1.00019
340.42,365.1668,0.99345
340.44,359.58294,1.00131
340.46,356.60241,1.00127
340.48,354.84539,0.99953
340.5,353.28741,1.00089
340.52,351.24258,0.98717
340.54,349.44055,0.99382
340.56,349.38293,0.99311
340.58,350.30682,0.99424
340.6,350.97021,0.99885
340.62,351.82397,0.98537
340.64,354.00286,0.99382
340.66,360.05426,0.97792
340.68,372.15164,1.00019
340.7,388.1903,0.98537
340.72,403.74139,0.99311
340.74,415.16989,0.9858
340.76,420.5498,0.99953
340.78,421.23492,0.99311
340.8,420.03427,1.00244
340.82,417.95806,0.99311
340.84,414.93261,1.00019
340.86,410.60263,0.99334
340.88,404.9396,0.99242
340.9,399.5346,1.00625
340.92,395.49176,1.00884
340.94,391.97457,1.00703
340.96,388.31948,0.99274
340.98,383.96673,1.0006
341,378.17791,1.00726
341.02,371.80682,0.98604
341.04,366.08004,0.99245
341.06,361.17041,0.99382
341.08,357.2362,0.99382
341.1,353.98797,0.99982
341.12,351.23962,0.97829
341.14,350.0675,0.98604
341.16,350.41168,0.99953
341.18,350.58865,0.99995
341.2,349.3377,1.00768
341.22,345.70816,1.00089
341.24,340.63275,0.99311
341.26,338.13323,0.99917
341.28,341.6625,0.99311
341.3,352.13156,0.99274
341.32,368.18334,1.00089
341.34,385.75335,0.99287
341.36,400.78747,0.99245
341.38,411.36224,1.0006
341.4,416.27624,0.99982
341.42,415.81585,1.00089
341.44,411.89306,1.00662
341.46,405.9403,0.99953
341.48,399.92669,1.0006
341.5,396.0639,1.0069
341.52,394.01971,0.99885
341.54,392.30828,0.99311
341.56,389.99328,1.00019
341.58,386.36621,0.99345
341.6,382.11346,0.98793
341.62,378.24505,0.98604
341.64,374.26599,0.99311
341.66,369.98358,0.99313
341.68,365.71893,1.00019
341.7,361.48901,1.00089
341.72,358.33258,1.00131
341.74,356.89196,0.99274
341.76,355.79382,0.99382
341.78,353.83438,0.99953
341.8,350.76245,1.00814
341.82,347.14559,0.99382
341.84,344.9382,0.99274
341.86,345.0346,0.99345
341.88,346.05984,0.98693
341.9,346.82809,0.99953
341.92,347.18487,0.99424
341.94,348.94079,1.00019
341.96,355.759,0.98717
341.98,368.18585,0.98537
342,382.42782,1.0076
342.02,394.41708,0.98646
342.04,401.12182,0.99382
342.06,401.82647,0.99353
342.08,399.06665,0.99917
342.1,395.08865,1.00206
342.12,390.61212,0.99311
342.14,386.35733,0.99353
342.16,382.43365,0.98604
342.18,379.08767,0.99995
342.2,377.10729,1.00019
342.22,375.90054,1.00837
342.24,374.49676,0.9858
342.26,372.56472,0.98717
342.28,369.50427,0.99499
342.3,366.12121,0.99353
342.32,364.18377,1.01577
342.34,363.24102,0.98675
342.36,361.99731,0.99311
342.38,359.89788,0.99311
342.4,356.45581,0.99311
342.42,352.85137,0.99345
342.44,351.00616,0.99353
342.46,350.59561,1.00052
342.48,350.47137,0.98605
342.5,349.86679,0.99953
342.52,348.40112,1.0006
342.54,347.79788,0.98637
342.56,350.39074,1.00131
342.58,356.67803,1.00662
342.6,366.44757,0.98566
342.62,378.64447,0.98764
342.64,390.90917,1.00164
342.66,401.25628,1.00089
342.68,407.81066,1.0006
342.7,408.97045,0.98675
342.72,405.24267,0.99953
342.74,398.20092,0.98717
342.76,390.0578,0.99227
342.78,384.04281,0.99345
342.8,381.09808,1.00749
342.82,379.49615,0.99995
342.84,378.05609,0.99245
342.86,375.94357,1.0006
342.88,372.89691,1.00177
342.9,369.86566,1.00107
342.92,366.41387,0.99953
342.94,361.20117,0.99274
342.96,354.49957,1.00089
342.98,347.62158,0.99311
343,342.90576,0.99382
343.02,342.35861,1.00107
343.04,344.5166,1.00019
343.06,346.54357,1.00662
343.08,347.29125,0.99345
343.1,346.74322,0.9858
343.12,346.17483,0.99982
343.14,346.74627,1.00019
343.16,347.69039,0.99311
343.18,349.42913,0.99345
343.2,354.45556,1.00602
343.22,364.16516,1.00768
343.24,378.36956,0.99457
343.26,394.39468,1.00019
343.28,406.92022,0.985
343.3,412.88317,1.0006
343.32,413.41766,0.99353
343.34,411.01391,1.00131
343.36,407.92919,0.98675
343.38,404.67388,0.98646
343.4,400.32412,0.98764
343.42,395.76757,0.994
343.44,393.08554,0.99982
343.46,392.77239,1.00019
343.48,393.55886,0.99245
343.5,392.44805,1.0006
343.52,387.1242,0.98439
343.54,379.38781,1.00837
343.56,372.55538,0.99311
343.58,368.03723,1.00089
343.6,365.6318,0.99982
343.62,363.46435,0.99245
343.64,359.8753,0.99245
343.66,355.86526,0.99311
343.68,352.87756,0.99995
343.7,351.22937,0.99311
343.72,350.52893,0.99311
343.74,349.09814,1.00019
343.76,346.14611,0.99457
343.78,343.31909,0.99311
343.8,341.9458,1.0006
343.82,342.8843,0.98566
343.84,347.91806,1.0006
343.86,358.14508,1.0069
343.88,373.39184,0.99994
343.9,391.80346,0.99499
343.92,408.72146,1.00131
343.94,419.66769,0.99311
343.96,423.10229,0.98646
343.98,419.68261,1.0006
344,412.67013,1.00837
344.02,406.27374,1.00089
344.04,401.96466,1.00089
344.06,399.37188,0.99311
344.08,397.71875,1.00658
344.1,395.80654,0.99311
344.12,393.68704,0.99227
344.14,391.75982,0.99546
344.16,388.98541,0.98537
344.18,384.57885,0.98566
344.2,378.43505,0.99917
344.22,371.10964,1.00019
344.24,365.02929,1.00089
344.26,361.90133,0.98646
344.28,360.62133,0.98537
344.3,359.63647,0.99311
344.32,357.89083,1.0006
344.34,355.21466,0.99345
344.36,352.97253,0.99311
344.38,351.51223,1.00768
344.4,349.81134,0.99953
344.42,347.84173,1.00089
344.44,345.95233,0.98764
344.46,345.59475,1.00107
344.48,350.42681,1.00768
344.5,361.9934,0.99245
344.52,377.50115,0.99953
344.54,392.56958,1.00019
344.56,403.02746,1.00131
344.58,407.36273,0.99287
344.6,407.63146,1.00131
344.62,405.59716,1.00107
344.64,401.67022,1.00019
344.66,396.74047,0.98604
344.68,391.82135,0.98537
344.7,388.41558,1.00107
344.72,387.67169,0.98566
344.74,388.0548,0.99982
344.76,387.58801,1.00019
344.78,385.7716,0.99245
344.8,382.36398,1.00019
344.82,378.2395,0.99345
344.84,374.52893,0.99311
344.86,370.41961,0.99353
344.88,365.35815,0.99311
344.9,360.18579,1.00107
344.92,355.95074,0.99311
344.94,354.18896,0.99424
344.96,354.87432,0.99885
344.98,355.35797,0.99982
345,354.16461,0.99953
345.02,351.93084,0.99208
345.04,349.68402,0.99245
345.06,348.88723,0.98646
345.08,350.33673,0.99982
345.1,354.08062,1.00089
345.12,361.15859,1.00837
345.14,372.07546,0.98693
345.16,385.3309,0.99424
345.18,398.39355,0.97896
345.2,407.61166,1.00019
345.22,410.12817,0.99208
345.24,406.62091,1.00912
345.26,399.39239,1.00019
345.28,391.03765,0.99311
345.3,384.62322,0.99424
345.32,380.95639,1.00884
345.34,378.55102,0.9858
345.36,376.31762,0.99353
345.38,373.46237,0.99311
345.4,370.1893,1.00796
345.42,367.74093,0.98604
345.44,365.27239,1.00726
345.46,360.99987,0.99311
